sample_id,tsne_1,tsne_2
SM-D9D8W_S67_E1-50,42.3901,1.74612
SM-D9D8W_S68_E1-50,6.48808,43.0828
SM-D9D8W_S69_E1-50,10.003,41.946
SM-D9D8W_S70_E1-50,9.79923,42.0517
SM-D9D8W_S71_E1-50,38.1624,5.34183
SM-D9D8W_S72_E1-50,27.9986,33.4135
SM-D9D8W_S73_E1-50,2.58197,0.270235
SM-D9D8W_S74_E1-50,21.1234,14.6111
SM-D9D8W_S75_E1-50,-1.93384,-8.98107
SM-D9D8W_S76_E1-50,9.23527,-22.2666
SM-D9D8W_S77_E1-50,-6.32633,3.44089
SM-D9D8W_S78_E1-50,-9.15335,-3.88769
SM-D9D8W_S79_E1-50,18.252,15.8403
SM-D9D8W_S80_E1-50,27.3821,31.1202
SM-D9D8W_S81_E1-50,1.09973,-2.02846
SM-D9D8W_S82_E1-50,-1.50218,2.9149
SM-D9D8W_S83_E1-50,-1.75611,3.07017
SM-D9D8W_S84_E1-50,4.2555,-4.18795
SM-D9D8W_S85_E1-50,18.6705,15.3879
SM-D9D8W_S86_E1-50,19.0359,15.4711
SM-D9D8W_S87_E1-50,0.638558,-3.38992
SM-D9D8W_S89_E1-50,11.8136,18.301
SM-D9D8W_S90_E1-50,44.2972,0.167382
SM-D9D8W_S91_E1-50,18.5496,17.0159
SM-D9D8W_S92_E1-50,-0.00944879,-2.37772
SM-D9D8W_S93_E1-50,18.161,15.3539
SM-D9D8W_S94_E1-50,-1.42679,-7.75306
SM-D9D8W_S95_E1-50,-2.35803,-12.3087
SM-D9D8X_S01_E1-50,3.37083,42.015
SM-D9D8X_S02_E1-50,36.4956,4.94244
SM-D9D8X_S03_E1-50,11.4671,-20.7288
SM-D9D8X_S04_E1-50,5.42005,42.9224
SM-D9D8X_S05_E1-50,10.0987,41.7105
SM-D9D8X_S06_E1-50,3.39961,42.0734
SM-D9D8X_S09_E1-50,44.7019,-0.0398653
SM-D9D8X_S11_E1-50,11.224,-20.7833
SM-D9D8X_S12_E1-50,38.1028,5.20337
SM-D9D8X_S13_E1-50,38.007,6.57345
SM-D9D8X_S17_E1-50,-0.982449,37.764
SM-D9D8X_S18_E1-50,37.8317,3.25653
SM-D9D8X_S19_E1-50,10.0639,42.4867
SM-D9D8X_S20_E1-50,1.71655,-4.06328
SM-D9D8X_S22_E1-50,36.6937,5.75468
SM-D9D8X_S23_E1-50,9.02031,44.1168
SM-D9D8X_S24_E1-50,41.7538,17.7472
SM-D9D8X_S25_E1-50,11.5338,-20.574
SM-D9D8X_S26_E1-50,10.7327,-20.7078
SM-D9D8X_S27_E1-50,36.5516,6.23015
SM-D9D8X_S28_E1-50,3.64567,42.3564
SM-D9D8X_S30_E1-50,10.4259,-20.7229
SM-D9D8X_S31_E1-50,41.1872,1.68802
SM-D9D8X_S33_E1-50,-4.99003,10.1362
SM-D9D8X_S34_E1-50,-9.8505,7.28278
SM-D9D8X_S35_E1-50,-27.7081,4.81587
SM-D9D8X_S36_E1-50,-7.2793,14.7323
SM-D9D8X_S37_E1-50,-4.27783,-33.1668
SM-D9D8X_S38_E1-50,-13.212,8.00911
SM-D9D8X_S39_E1-50,-6.59829,-4.15074
SM-D9D8X_S40_E1-50,35.033,-22.1707
SM-D9D8X_S41_E1-50,-7.60323,-4.43215
SM-D9D8X_S42_E1-50,-17.8739,16.0146
SM-D9D8X_S44_E1-50,-30.7717,-0.286059
SM-D9D8X_S45_E1-50,-12.9213,9.18857
SM-D9D8X_S46_E1-50,-19.1878,11.3702
SM-D9D8X_S48_E1-50,35.5659,-22.909
SM-D9D8X_S82_E1-50,23.975,-7.28007
SM-D9D8X_S84_E1-50,-30.8087,-23.0454
SM-D9D8X_S85_E1-50,-39.0524,-20.8197
SM-D9D8X_S86_E1-50,19.0158,-12.6569
SM-D9D8X_S89_E1-50,-2.02183,-35.7649
SM-D9D8X_S90_E1-50,-6.43616,-26.421
SM-D9D8X_S91_E1-50,12.8076,2.99532
SM-D9D8X_S92_E1-50,8.00853,-47.9717
SM-D9D8X_S93_E1-50,11.6346,8.07174
SM-D9D8X_S94_E1-50,-5.66269,53.8437
SM-D9D8X_S95_E1-50,18.6886,-6.08647
SM-D9D8X_S96_E1-50,29.5076,32.4212
SM-D9D8Y_S02_E1-50,-13.189,33.6901
SM-D9D8Y_S03_E1-50,10.0622,44.2832
SM-D9D8Y_S04_E1-50,37.9355,3.33099
SM-D9D8Y_S06_E1-50,11.6309,36.9319
SM-D9D8Y_S09_E1-50,12.8048,36.7455
SM-D9D8Y_S10_E1-50,-1.31277,37.2747
SM-D9D8Y_S11_E1-50,38.2526,5.49882
SM-D9D8Y_S12_E1-50,9.25827,43.9281
SM-D9D8Y_S14_E1-50,11.533,-20.548
SM-D9D8Y_S15_E1-50,8.62889,35.2827
SM-D9D8Y_S17_E1-50,8.01687,32.7359
SM-D9D8Y_S18_E1-50,43.9901,0.663029
SM-D9D8Y_S19_E1-50,10.2057,43.6019
SM-D9D8Y_S20_E1-50,37.4443,6.40977
SM-D9D8Y_S22_E1-50,10.1041,43.8574
SM-D9D8Y_S25_E1-50,8.07071,42.8121
SM-D9D8Y_S26_E1-50,36.4816,4.84905
SM-D9D8Y_S27_E1-50,35.5632,4.80298
SM-D9D8Y_S30_E1-50,11.4172,-21.4031
SM-D9D8Y_S31_E1-50,37.0154,6.9157
SM-D9D8Y_S32_E1-50,41.7704,19.0822
SM-D9D8Y_S34_E1-50,46.5991,-2.54661
SM-D9D8Y_S36_E1-50,-10.535,13.5083
SM-D9D8Y_S37_E1-50,-14.067,7.01653
SM-D9D8Y_S38_E1-50,-4.01582,9.94819
SM-D9D8Y_S39_E1-50,-8.32207,-5.54713
SM-D9D8Y_S42_E1-50,-3.07252,0.403262
SM-D9D8Y_S43_E1-50,-6.3216,6.03348
SM-D9D8Y_S44_E1-50,44.2418,-1.5283
SM-D9D8Y_S45_E1-50,-31.7607,5.60946
SM-D9D8Y_S46_E1-50,-6.63664,12.1662
SM-D9D8Y_S47_E1-50,-6.01203,53.6031
SM-D9D8Y_S49_E1-50,-11.2306,1.62733
SM-D9D8Y_S50_E1-50,-17.4943,8.38569
SM-D9D8Y_S51_E1-50,43.9073,-1.98455
SM-D9D8Y_S52_E1-50,-10.679,8.86541
SM-D9D8Y_S53_E1-50,-7.32327,14.0173
SM-D9D8Y_S54_E1-50,-30.1065,8.30738
SM-D9D8Y_S55_E1-50,44.2181,-2.30052
SM-D9D8Y_S89_E1-50,21.3367,-14.5369
SM-D9D8Y_S90_E1-50,-4.70475,-30.6691
SM-D9D8Y_S91_E1-50,-16.3755,-6.75951
SM-D9D8Y_S93_E1-50,-11.6153,-34.9928
SM-D9D8Y_S94_E1-50,-16.3763,-6.7512
SM-D9D8Y_S95_E1-50,-10.97,-32.9156
SM-D9D8Z_S03_E1-50,43.5138,0.557449
SM-D9D8Z_S04_E1-50,37.8256,5.2639
SM-D9D8Z_S05_E1-50,-13.4386,31.9687
SM-D9D8Z_S09_E1-50,38.2678,6.02114
SM-D9D8Z_S10_E1-50,0.897682,-8.2429
SM-D9D8Z_S11_E1-50,38.3779,6.61323
SM-D9D8Z_S13_E1-50,-51.0891,3.12531
SM-D9D8Z_S14_E1-50,9.42138,40.5728
SM-D9D8Z_S15_E1-50,10.0168,41.4127
SM-D9D8Z_S17_E1-50,10.1864,41.9238
SM-D9D8Z_S18_E1-50,-1.3228,37.3225
SM-D9D8Z_S21_E1-50,-1.87565,37.2786
SM-D9D8Z_S22_E1-50,10.0286,41.8179
SM-D9D8Z_S26_E1-50,11.1868,-20.8523
SM-D9D8Z_S27_E1-50,11.2495,37.532
SM-D9D8Z_S28_E1-50,8.79029,42.305
SM-D9D8Z_S29_E1-50,-1.48224,37.3814
SM-D9D8Z_S30_E1-50,9.28261,44.3208
SM-D9D8Z_S32_E1-50,37.3728,16.487
SM-D9D8Z_S33_E1-50,17.4659,-5.46502
SM-D9D8Z_S35_E1-50,-32.1812,-22.561
SM-D9D8Z_S36_E1-50,18.5973,-32.9024
SM-D9D8Z_S37_E1-50,16.1635,-9.29373
SM-D9D8Z_S38_E1-50,23.1667,-9.01586
SM-D9D8Z_S41_E1-50,26.1293,-6.22923
SM-D9D8Z_S42_E1-50,19.0995,-9.15058
SM-D9D8Z_S43_E1-50,24.7508,-12.1444
SM-D9D8Z_S44_E1-50,16.385,-10.2915
SM-D9D8Z_S45_E1-50,23.7536,-10.3243
SM-D9D8Z_S46_E1-50,-32.3507,-22.9282
SM-D9D8Z_S47_E1-50,-19.0033,-17.342
SM-D9D8Z_S49_E1-50,-32.7547,-21.7944
SM-D9D8Z_S51_E1-50,17.0107,-10.3203
SM-D9D8Z_S52_E1-50,-1.92703,-25.8126
SM-D9D8Z_S53_E1-50,25.0524,-10.4185
SM-D9D8Z_S54_E1-50,17.273,-7.72359
SM-D9D8Z_S91_E1-50,-18.083,7.62199
SM-D9D8Z_S92_E1-50,-12.4792,9.50213
SM-D9D8Z_S93_E1-50,-10.3211,1.43855
SM-D9D8Z_S94_E1-50,-9.873,10.8746
SM-D9D91_S02_E1-50,37.7397,5.73032
SM-D9D91_S04_E1-50,5.97167,42.9252
SM-D9D91_S05_E1-50,41.5501,1.4508
SM-D9D91_S06_E1-50,37.6888,3.33927
SM-D9D91_S07_E1-50,11.2501,-20.9401
SM-D9D91_S08_E1-50,35.23,-22.5682
SM-D9D91_S09_E1-50,36.4622,5.98641
SM-D9D91_S10_E1-50,11.3123,-20.8515
SM-D9D91_S11_E1-50,-13.5811,31.9599
SM-D9D91_S12_E1-50,11.0024,-20.9733
SM-D9D91_S13_E1-50,10.3428,41.2649
SM-D9D91_S15_E1-50,-13.4062,30.5478
SM-D9D91_S17_E1-50,41.7453,1.46082
SM-D9D91_S18_E1-50,6.20961,42.9783
SM-D9D91_S19_E1-50,10.996,-20.9725
SM-D9D91_S21_E1-50,5.40895,42.8722
SM-D9D91_S22_E1-50,43.8426,-0.472329
SM-D9D91_S25_E1-50,42.0119,1.01174
SM-D9D91_S26_E1-50,9.21138,-22.2883
SM-D9D91_S27_E1-50,35.8224,6.31858
SM-D9D91_S28_E1-50,9.25272,-22.2538
SM-D9D91_S29_E1-50,9.91697,41.8724
SM-D9D91_S30_E1-50,38.9443,5.08902
SM-D9D91_S32_E1-50,29.6797,33.0876
SM-D9D91_S33_E1-50,10.7752,20.5451
SM-D9D91_S34_E1-50,-33.1583,5.11357
SM-D9D91_S35_E1-50,-11.8019,8.30811
SM-D9D91_S36_E1-50,-34.5532,-5.24011
SM-D9D91_S38_E1-50,-26.5135,-0.900784
SM-D9D91_S39_E1-50,21.379,16.297
SM-D9D91_S41_E1-50,-7.48517,13.1904
SM-D9D91_S42_E1-50,10.0133,21.7805
SM-D9D91_S45_E1-50,-49.2321,2.78609
SM-D9D91_S46_E1-50,-2.97304,-33.3535
SM-D9D91_S47_E1-50,-30.4869,-4.36756
SM-D9D91_S50_E1-50,-31.1967,-0.00283263
SM-D9D91_S51_E1-50,2.08918,-32.5508
SM-D9D91_S52_E1-50,-13.147,6.12673
SM-D9D91_S54_E1-50,45.1031,-1.16517
SM-D9D91_S55_E1-50,0.825658,10.8908
SM-D9D91_S56_E1-50,35.7147,-21.7094
SM-D9D91_S89_E1-50,-3.72985,-3.08183
SM-D9D91_S90_E1-50,-8.92341,4.32617
SM-D9D91_S91_E1-50,3.43338,42.1491
SM-D9D91_S92_E1-50,-8.87861,3.54376
SM-D9D91_S95_E1-50,-4.85112,-0.0824516
SM-D9D92_S01_E1-50,9.38154,44.0497
SM-D9D92_S02_E1-50,11.3538,-20.7911
SM-D9D92_S03_E1-50,35.4752,5.48835
SM-D9D92_S04_E1-50,-10.197,31.3809
SM-D9D92_S05_E1-50,36.3304,5.36478
SM-D9D92_S06_E1-50,10.6759,-21.0217
SM-D9D92_S07_E1-50,6.03045,43.0294
SM-D9D92_S08_E1-50,42.3462,18.2773
SM-D9D92_S09_E1-50,42.9822,0.541943
SM-D9D92_S10_E1-50,6.27873,43.25
SM-D9D92_S11_E1-50,10.2407,-20.7356
SM-D9D92_S13_E1-50,9.96986,41.5056
SM-D9D92_S15_E1-50,9.53126,43.9074
SM-D9D92_S18_E1-50,2.58946,-1.68418
SM-D9D92_S19_E1-50,37.4488,5.99007
SM-D9D92_S20_E1-50,37.1952,3.55989
SM-D9D92_S21_E1-50,11.1703,-20.8696
SM-D9D92_S22_E1-50,37.838,5.34801
SM-D9D92_S23_E1-50,36.0266,4.45911
SM-D9D92_S24_E1-50,34.6642,-21.6557
SM-D9D92_S26_E1-50,37.9553,4.71549
SM-D9D92_S27_E1-50,11.4538,-20.8756
SM-D9D92_S28_E1-50,8.74623,35.1733
SM-D9D92_S29_E1-50,39.869,2.56314
SM-D9D92_S30_E1-50,38.3637,5.30339
SM-D9D92_S31_E1-50,11.321,36.4245
SM-D9D92_S32_E1-50,38.4878,18.0935
SM-D9D92_S33_E1-50,-12.1927,4.80276
SM-D9D92_S34_E1-50,-6.04212,6.87405
SM-D9D92_S35_E1-50,-6.06484,-3.65986
SM-D9D92_S37_E1-50,-8.03264,9.3471
SM-D9D92_S38_E1-50,-4.37721,6.44757
SM-D9D92_S39_E1-50,-6.69669,4.75878
SM-D9D92_S40_E1-50,-24.8868,-36.0496
SM-D9D92_S43_E1-50,-4.09904,-6.8613
SM-D9D92_S44_E1-50,-4.32438,12.0998
SM-D9D92_S45_E1-50,0.384925,-7.7352
SM-D9D92_S47_E1-50,-7.90954,12.1818
SM-D9D92_S49_E1-50,-5.59564,-0.975229
SM-D9D92_S50_E1-50,-7.75655,9.94059
SM-D9D92_S51_E1-50,-8.85116,9.6291
SM-D9D92_S52_E1-50,-3.7739,-4.96589
SM-D9D92_S53_E1-50,21.5863,14.8048
SM-D9D92_S54_E1-50,-9.3504,4.36031
SM-D9D92_S55_E1-50,-1.68501,3.10591
SM-D9D92_S56_E1-50,34.646,-23.9948
SM-D9D92_S91_E1-50,-13.4097,30.1492
SM-D9D92_S92_E1-50,3.8615,42.4657
SM-D9D92_S93_E1-50,6.60558,43.1414
SM-D9D92_S94_E1-50,38.6728,4.77095
SM-D9D92_S95_E1-50,1.75362,-7.02549
SM-D9D92_S96_E1-50,40.307,16.4786
SM-D9D93_S02_E1-50,0.849646,-11.0042
SM-D9D93_S03_E1-50,8.57889,43.7561
SM-D9D93_S04_E1-50,35.5587,5.99678
SM-D9D93_S05_E1-50,35.4082,5.91565
SM-D9D93_S06_E1-50,41.8069,1.24449
SM-D9D93_S07_E1-50,42.6443,-0.635879
SM-D9D93_S09_E1-50,8.18673,42.2241
SM-D9D93_S10_E1-50,9.68502,41.2458
SM-D9D93_S11_E1-50,36.32,6.19738
SM-D9D93_S12_E1-50,43.4312,0.422108
SM-D9D93_S13_E1-50,11.336,-20.8707
SM-D9D93_S14_E1-50,36.5258,4.18989
SM-D9D93_S16_E1-50,-25.6814,-36.4427
SM-D9D93_S17_E1-50,25.4978,-11.6528
SM-D9D93_S18_E1-50,17.2911,-5.64066
SM-D9D93_S19_E1-50,21.2211,-31.3946
SM-D9D93_S20_E1-50,-31.234,-24.1339
SM-D9D93_S21_E1-50,23.9095,-10.4316
SM-D9D93_S22_E1-50,18.5529,-12.7579
SM-D9D93_S24_E1-50,28.8015,31.9349
SM-D9D93_S25_E1-50,-19.0649,-18.8671
SM-D9D93_S26_E1-50,25.0796,-10.489
SM-D9D93_S27_E1-50,16.1559,-7.6574
SM-D9D93_S28_E1-50,16.58,-10.5424
SM-D9D93_S29_E1-50,-31.9101,-23.5767
SM-D9D93_S30_E1-50,15.6959,-8.3984
SM-D9D93_S31_E1-50,-1.44709,-26.6794
SM-D9D93_S33_E1-50,21.5008,-4.65787
SM-D9D93_S34_E1-50,-30.1657,-24.4005
SM-D9D93_S35_E1-50,21.5876,-6.31857
SM-D9D93_S36_E1-50,-2.71719,51.5086
SM-D9D93_S37_E1-50,20.9503,-5.47515
SM-D9D93_S38_E1-50,28.0919,-9.27567
SM-D9D93_S39_E1-50,25.2531,-6.93533
SM-D9D93_S40_E1-50,-25.7331,-36.434
SM-D9D93_S41_E1-50,-30.3887,-23.7907
SM-D9D93_S42_E1-50,22.0623,-4.29067
SM-D9D93_S43_E1-50,-50.8772,-0.261787
SM-D9D93_S44_E1-50,19.914,-3.91419
SM-D9D93_S45_E1-50,24.3625,-8.19959
SM-D9D93_S46_E1-50,22.2339,-6.04809
SM-D9D93_S47_E1-50,21.8373,-6.87631
SM-D9D93_S48_E1-50,33.9991,-22.1527
SM-D9D93_S50_E1-50,22.2771,-5.38722
SM-D9D93_S51_E1-50,20.378,-4.57401
SM-D9D93_S52_E1-50,21.3167,-6.19997
SM-D9D93_S53_E1-50,-31.9901,-21.0657
SM-D9D93_S54_E1-50,15.8938,-12.9706
SM-D9D93_S55_E1-50,18.4724,-12.2929
SM-D9D94_S09_E1-50,38.4381,4.57612
SM-D9D94_S10_E1-50,9.98005,41.5638
SM-D9D94_S11_E1-50,37.2085,3.47735
SM-D9D94_S12_E1-50,36.8975,5.70444
SM-D9D94_S13_E1-50,2.55963,-6.44824
SM-D9D94_S14_E1-50,10.7211,-21.1247
SM-D9D94_S15_E1-50,-13.2622,32.0907
SM-D9D94_S17_E1-50,38.2675,4.93507
SM-D9D94_S18_E1-50,9.19573,43.2314
SM-D9D94_S19_E1-50,38.0312,5.29031
SM-D9D94_S20_E1-50,9.21504,44.0143
SM-D9D94_S21_E1-50,11.1872,-20.8784
SM-D9D94_S23_E1-50,8.70671,42.2582
SM-D9D94_S25_E1-50,25.7679,-5.55978
SM-D9D94_S26_E1-50,-35.5588,-18.939
SM-D9D94_S28_E1-50,-3.19498,-25.11
SM-D9D94_S30_E1-50,19.1656,-9.29419
SM-D9D94_S31_E1-50,-32.2641,-22.5842
SM-D9D94_S34_E1-50,17.406,-11.2483
SM-D9D94_S35_E1-50,-36.5697,-22.3329
SM-D9D94_S36_E1-50,1.57711,-23.78
SM-D9D94_S37_E1-50,26.3393,-11.0682
SM-D9D94_S38_E1-50,-4.7036,51.5169
SM-D9D94_S39_E1-50,22.8425,-10.052
SM-D9D94_S40_E1-50,27.1257,30.5356
SM-D9D94_S41_E1-50,20.8748,-11.017
SM-D9D94_S42_E1-50,20.9593,-10.9629
SM-D9D94_S43_E1-50,16.8669,-13.1143
SM-D9D94_S44_E1-50,-50.5492,2.6749
SM-D9D94_S45_E1-50,19.6657,-13.0757
SM-D9D94_S46_E1-50,24.6408,-8.52611
SM-D9D94_S47_E1-50,-39.3768,-20.258
SM-D9D94_S50_E1-50,-32.889,-20.3477
SM-D9D94_S51_E1-50,23.8233,-6.2991
SM-D9D94_S52_E1-50,-39.3739,-19.684
SM-D9D94_S53_E1-50,12.0469,-45.6333
SM-D9D94_S54_E1-50,19.0638,-12.9502
SM-D9D94_S56_E1-50,27.6075,32.0538
SM-D9D94_S57_E1-50,25.5387,-9.45521
SM-D9D94_S58_E1-50,21.8933,-5.0671
SM-D9D94_S59_E1-50,16.0272,-12.6074
SM-D9D94_S60_E1-50,-39.3942,-19.9414
SM-D9D94_S62_E1-50,26.7144,-11.2708
SM-D9D94_S63_E1-50,27.4995,-11.2191
SM-D9D95_S02_E1-50,39.2643,3.81307
SM-D9D95_S03_E1-50,9.21128,43.8436
SM-D9D95_S04_E1-50,37.5963,3.89506
SM-D9D95_S05_E1-50,10.172,36.0703
SM-D9D95_S06_E1-50,11.1509,-20.8582
SM-D9D95_S07_E1-50,44.1069,-0.131232
SM-D9D95_S08_E1-50,42.0429,17.5988
SM-D9D95_S18_E1-50,36.4656,5.48791
SM-D9D95_S19_E1-50,37.7054,5.43856
SM-D9D95_S20_E1-50,5.49887,42.8941
SM-D9D95_S22_E1-50,9.23547,44.2992
SM-D9D95_S24_E1-50,28.1648,32.0501
SM-D9D95_S25_E1-50,-31.7384,-24.0782
SM-D9D95_S27_E1-50,17.1255,-6.48586
SM-D9D95_S28_E1-50,19.0978,-8.81597
SM-D9D95_S30_E1-50,10.7747,-45.7902
SM-D9D95_S31_E1-50,18.6232,-33.0019
SM-D9D95_S33_E1-50,-31.7744,-22.4276
SM-D9D95_S34_E1-50,18.6473,-5.40284
SM-D9D95_S35_E1-50,16.5035,-7.46336
SM-D9D95_S36_E1-50,16.7516,-7.45906
SM-D9D95_S37_E1-50,24.5347,-10.1314
SM-D9D95_S38_E1-50,26.0345,-7.83862
SM-D9D95_S39_E1-50,19.3898,-9.39731
SM-D9D95_S41_E1-50,24.292,-7.94386
SM-D9D95_S42_E1-50,-31.7844,-20.6438
SM-D9D95_S43_E1-50,25.4283,-9.48357
SM-D9D95_S44_E1-50,20.3525,-12.8668
SM-D9D95_S45_E1-50,20.6118,-9.18697
SM-D9D95_S46_E1-50,-38.9748,-21.1618
SM-D9D95_S47_E1-50,20.5654,-6.99722
SM-D9D95_S48_E1-50,35.4715,-24.8285
SM-D9D95_S49_E1-50,20.063,-5.08726
SM-D9D95_S50_E1-50,-33.675,-19.9856
SM-D9D95_S51_E1-50,24.896,-8.43404
SM-D9D95_S53_E1-50,20.0987,-4.71873
SM-D9D95_S54_E1-50,21.1737,-6.04388
SM-D9D95_S55_E1-50,8.01621,11.1751
SM-D9D95_S56_E1-50,26.7291,31.7881
SM-D9D95_S57_E1-50,21.6534,-8.13831
SM-D9D95_S58_E1-50,27.1523,-9.78781
SM-D9D95_S59_E1-50,-33.072,-20.3451
SM-D9D95_S60_E1-50,-48.7322,3.19739
SM-D9D95_S62_E1-50,-51.0798,3.26016
SM-D9D95_S63_E1-50,22.72,-4.44563
SM-D9D95_S64_E1-50,27.0352,32.5727
SM-D9D96_S01_E1-50,-13.3103,31.8321
SM-D9D96_S02_E1-50,-1.50544,37.3658
SM-D9D96_S03_E1-50,9.22577,-22.2764
SM-D9D96_S04_E1-50,6.18353,42.961
SM-D9D96_S05_E1-50,4.59423,-3.74387
SM-D9D96_S06_E1-50,38.0708,5.42524
SM-D9D96_S07_E1-50,9.9531,41.2994
SM-D9D96_S08_E1-50,42.2548,18.7286
SM-D9D96_S09_E1-50,37.2842,7.2854
SM-D9D96_S10_E1-50,12.3298,37.1465
SM-D9D96_S11_E1-50,9.43768,43.9504
SM-D9D96_S12_E1-50,11.291,-20.8372
SM-D9D96_S13_E1-50,36.7934,4.45761
SM-D9D96_S14_E1-50,11.7487,37.3395
SM-D9D96_S15_E1-50,10.5704,-21.0518
SM-D9D96_S16_E1-50,42.2201,18.7437
SM-D9D96_S25_E1-50,26.2339,-6.59523
SM-D9D96_S26_E1-50,25.3536,-13.4679
SM-D9D96_S27_E1-50,17.7433,-8.75057
SM-D9D96_S28_E1-50,15.1722,-9.15483
SM-D9D96_S29_E1-50,15.35,-6.55361
SM-D9D96_S30_E1-50,15.8565,-10.565
SM-D9D96_S33_E1-50,16.8019,-5.58776
SM-D9D96_S34_E1-50,16.5809,-8.75259
SM-D9D96_S35_E1-50,16.995,-5.83869
SM-D9D96_S36_E1-50,1.32005,-26.5622
SM-D9D96_S38_E1-50,15.778,-8.49919
SM-D9D96_S39_E1-50,15.7329,-8.51965
SM-D9D96_S40_E1-50,28.0284,32.0016
SM-D9D96_S41_E1-50,19.7051,-8.8838
SM-D9D96_S42_E1-50,18.8053,-30.8959
SM-D9D96_S44_E1-50,17.1519,-6.84459
SM-D9D96_S45_E1-50,25.5168,-9.32298
SM-D9D96_S46_E1-50,-31.1783,-23.6986
SM-D9D96_S47_E1-50,15.6051,-8.43642
SM-D9D96_S49_E1-50,22.48,-8.29699
SM-D9D96_S50_E1-50,-39.3437,-20.6609
SM-D9D96_S51_E1-50,21.687,-7.66272
SM-D9D96_S52_E1-50,20.7115,-6.15993
SM-D9D96_S53_E1-50,20.7102,-5.09443
SM-D9D96_S54_E1-50,19.6824,-5.23646
SM-D9D96_S55_E1-50,25.4278,-8.42042
SM-D9D96_S57_E1-50,-31.2393,-21.6931
SM-D9D96_S58_E1-50,27.6435,-8.51188
SM-D9D96_S59_E1-50,20.6834,-5.34849
SM-D9D96_S62_E1-50,-39.3787,-20.1901
SM-D9D96_S63_E1-50,22.9441,-11.13
SM-D9D96_S65_E1-50,17.6964,-12.663
SM-D9D96_S66_E1-50,26.9819,-11.2853
SM-D9D96_S67_E1-50,-33.1008,-20.0736
SM-D9D96_S68_E1-50,22.3001,-6.79319
SM-D9D96_S69_E1-50,18.3677,-10.0737
SM-D9D96_S70_E1-50,28.1395,-9.41224
SM-D9D96_S71_E1-50,26.3638,-8.47928
SM-D9D97_S01_E1-50,11.6324,37.1126
SM-D9D97_S02_E1-50,35.333,5.94925
SM-D9D97_S03_E1-50,10.008,41.5751
SM-D9D97_S04_E1-50,10.2886,41.2241
SM-D9D97_S05_E1-50,42.002,1.08345
SM-D9D97_S06_E1-50,-13.3873,30.1837
SM-D9D97_S07_E1-50,37.6606,6.04528
SM-D9D97_S08_E1-50,-25.7907,-36.4992
SM-D9D97_S09_E1-50,38.25,5.03497
SM-D9D97_S10_E1-50,9.85212,41.7421
SM-D9D97_S11_E1-50,5.47118,42.869
SM-D9D97_S12_E1-50,35.5425,4.63193
SM-D9D97_S13_E1-50,9.27532,-22.2337
SM-D9D97_S14_E1-50,-0.446442,36.0026
SM-D9D97_S15_E1-50,9.86292,43.4874
SM-D9D97_S16_E1-50,42.002,19.1985
SM-D9D97_S17_E1-50,9.40838,43.7958
SM-D9D97_S19_E1-50,36.721,4.43362
SM-D9D97_S20_E1-50,9.88178,42.8738
SM-D9D97_S21_E1-50,37.9615,5.07516
SM-D9D97_S22_E1-50,37.9652,3.90929
SM-D9D97_S23_E1-50,-49.1975,3.13506
SM-D9D97_S24_E1-50,29.0689,30.0435
SM-D9D97_S33_E1-50,16.5103,-6.4691
SM-D9D97_S34_E1-50,18.6153,-10.6539
SM-D9D97_S35_E1-50,-39.2302,-19.7588
SM-D9D97_S36_E1-50,18.8155,-33.0547
SM-D9D97_S37_E1-50,-39.2626,-20.3216
SM-D9D97_S38_E1-50,-31.8105,-23.953
SM-D9D97_S39_E1-50,24.446,-11.3814
SM-D9D97_S40_E1-50,28.4357,31.7721
SM-D9D97_S41_E1-50,18.2351,-30.2542
SM-D9D97_S42_E1-50,15.6596,-10.7388
SM-D9D97_S43_E1-50,21.1219,-9.12494
SM-D9D97_S44_E1-50,26.3286,-9.26213
SM-D9D97_S45_E1-50,-32.1239,-23.5626
SM-D9D97_S46_E1-50,16.6849,-5.95994
SM-D9D97_S48_E1-50,29.0231,31.4596
SM-D9D97_S49_E1-50,16.7437,-6.32209
SM-D9D97_S50_E1-50,19.3905,-8.32033
SM-D9D97_S52_E1-50,26.3712,-14.3765
SM-D9D97_S53_E1-50,22.287,-7.34078
SM-D9D97_S54_E1-50,-8.57757,-28.0827
SM-D9D97_S55_E1-50,25.9586,-11.3577
SM-D9D97_S57_E1-50,-39.5869,-19.9476
SM-D9D97_S58_E1-50,21.8008,-5.52356
SM-D9D97_S59_E1-50,21.6206,-4.4943
SM-D9D97_S60_E1-50,21.8454,-5.78285
SM-D9D97_S61_E1-50,20.469,-5.63264
SM-D9D97_S62_E1-50,7.61584,12.0832
SM-D9D97_S63_E1-50,-18.9527,-17.8404
SM-D9D97_S65_E1-50,18.3559,-13.1614
SM-D9D97_S66_E1-50,-32.4224,-20.5197
SM-D9D97_S67_E1-50,20.5069,-6.36586
SM-D9D97_S68_E1-50,10.6605,8.86107
SM-D9D97_S69_E1-50,-51.8838,0.716364
SM-D9D97_S70_E1-50,-30.3977,-21.3818
SM-D9D97_S71_E1-50,19.5955,-12.3078
SM-D9D97_S72_E1-50,39.074,17.4785
SM-D9D97_S74_E1-50,20.6312,-30.927
SM-D9D97_S75_E1-50,-35.3829,-18.9012
SM-D9D97_S76_E1-50,-50.6923,-0.0510749
