sample_id,tsne_1,tsne_2
SM-D9CXM_S21_E1-50,18.5748,16.5661
SM-D9CXM_S22_E1-50,9.58876,44.1363
SM-D9CXM_S23_E1-50,-2.35166,-12.0505
SM-D9CXM_S24_E1-50,42.4245,18.7801
SM-D9CXM_S25_E1-50,0.840489,2.92215
SM-D9CXM_S27_E1-50,-3.50177,2.84922
SM-D9CXM_S28_E1-50,-1.47981,-5.35555
SM-D9CXM_S30_E1-50,9.2803,-22.2277
SM-D9CXM_S31_E1-50,-7.51446,0.875119
SM-D9CXM_S33_E1-50,-5.9562,-7.96683
SM-D9CXM_S35_E1-50,22.7588,16.5469
SM-D9CXM_S36_E1-50,19.7513,14.4119
SM-D9CXM_S37_E1-50,9.28612,-22.2285
SM-D9CXM_S38_E1-50,9.3198,43.8342
SM-D9CXM_S39_E1-50,9.2363,-22.2679
SM-D9CXM_S41_E1-50,-11.9258,-27.8836
SM-D9CXM_S42_E1-50,1.00291,-28.5754
SM-D9CXM_S43_E1-50,-31.6295,-0.92862
SM-D9CXM_S44_E1-50,-20.1295,11.1982
SM-D9CXM_S45_E1-50,14.6854,7.67723
SM-D9CXM_S46_E1-50,-16.3778,14.1763
SM-D9CXM_S47_E1-50,-29.0722,3.22777
SM-D9CXM_S49_E1-50,-21.6373,19.3632
SM-D9CXM_S50_E1-50,-19.5486,18.7898
SM-D9CXM_S52_E1-50,-29.3434,0.317328
SM-D9CXM_S54_E1-50,-14.997,15.3461
SM-D9CXM_S55_E1-50,7.17776,23.1193
SM-D9CXM_S58_E1-50,-15.6857,13.7587
SM-D9CXM_S59_E1-50,-32.4474,3.57948
SM-D9CXM_S60_E1-50,13.425,6.622
SM-D9CXM_S61_E1-50,-9.25204,12.6094
SM-D9CXM_S62_E1-50,18.6029,7.59052
SM-D9CXM_S63_E1-50,-7.26384,35.7208
SM-D9CXN_S01_E1-50,-1.24907,-12.2001
SM-D9CXN_S02_E1-50,-1.97103,-11.3228
SM-D9CXN_S03_E1-50,-0.300564,-12.8121
SM-D9CXN_S04_E1-50,-0.974079,-11.7329
SM-D9CXN_S05_E1-50,-5.3628,-9.14771
SM-D9CXN_S06_E1-50,-10.0466,39.6153
SM-D9CXN_S07_E1-50,8.40909,44.0299
SM-D9CXN_S08_E1-50,40.7501,15.7456
SM-D9CXN_S09_E1-50,1.39975,1.21966
SM-D9CXN_S10_E1-50,12.1686,38.4358
SM-D9CXN_S11_E1-50,-8.44192,5.88218
SM-D9CXN_S12_E1-50,-5.66453,-8.74439
SM-D9CXN_S13_E1-50,-7.12489,-8.09398
SM-D9CXN_S14_E1-50,4.54389,42.6651
SM-D9CXN_S15_E1-50,-9.18288,4.20502
SM-D9CXN_S25_E1-50,-11.2432,5.00833
SM-D9CXN_S26_E1-50,-12.7165,34.0729
SM-D9CXN_S27_E1-50,-2.361,-0.923431
SM-D9CXN_S28_E1-50,-0.622135,36.3425
SM-D9CXN_S30_E1-50,11.9122,37.3225
SM-D9CXN_S31_E1-50,20.9292,17.9029
SM-D9CXN_S33_E1-50,-10.3734,1.31344
SM-D9CXN_S34_E1-50,-0.836732,0.449798
SM-D9CXN_S35_E1-50,-11.1606,37.7613
SM-D9CXN_S36_E1-50,-7.134,-7.92392
SM-D9CXN_S37_E1-50,1.2405,-0.784588
SM-D9CXN_S38_E1-50,-2.61271,-11.0191
SM-D9CXN_S39_E1-50,-2.83816,-12.5809
SM-D9CXN_S40_E1-50,27.1652,32.0689
SM-D9CXN_S41_E1-50,-8.04775,0.506244
SM-D9CXN_S42_E1-50,12.0344,21.9637
SM-D9CXN_S43_E1-50,-2.40703,-13.2184
SM-D9CXN_S44_E1-50,-9.62926,5.80742
SM-D9CXN_S45_E1-50,-3.52631,-2.70997
SM-D9CXN_S46_E1-50,-10.7729,0.532288
SM-D9CXN_S47_E1-50,-0.598154,-2.40293
SM-D9CXN_S48_E1-50,33.6368,-23.4259
SM-D9CXN_S50_E1-50,7.90675,34.8056
SM-D9CXN_S51_E1-50,-8.49849,41.211
SM-D9CXN_S52_E1-50,3.3282,1.37259
SM-D9CXN_S54_E1-50,-11.6696,38.5763
SM-D9CXN_S55_E1-50,19.3571,11.3339
SM-D9CXS_S01_E1-50,10.4299,42.3609
SM-D9CXS_S02_E1-50,-2.85259,-12.6486
SM-D9CXS_S03_E1-50,-2.82132,-8.38792
SM-D9CXS_S04_E1-50,-3.18196,-10.4218
SM-D9CXS_S05_E1-50,10.3919,42.839
SM-D9CXS_S06_E1-50,-3.17314,-11.2718
SM-D9CXS_S09_E1-50,-3.18798,-12.3302
SM-D9CXS_S10_E1-50,1.97971,7.08862
SM-D9CXS_S11_E1-50,-2.43113,-2.56515
SM-D9CXS_S12_E1-50,-0.0679348,-10.8348
SM-D9CXS_S17_E1-50,-6.33897,-8.40586
SM-D9CXS_S18_E1-50,-7.07212,8.32024
SM-D9CXS_S19_E1-50,-9.43581,3.80069
SM-D9CXS_S20_E1-50,-6.53685,12.6398
SM-D9CXS_S21_E1-50,-5.37138,-7.86464
SM-D9CXS_S22_E1-50,-2.14613,-0.475906
SM-D9CXS_S23_E1-50,-1.45059,-13.7227
SM-D9CXS_S24_E1-50,26.8228,32.8425
SM-D9CXS_S25_E1-50,-3.20792,-4.36231
SM-D9CXS_S26_E1-50,11.493,19.803
SM-D9CXS_S27_E1-50,-12.6027,34.6877
SM-D9CXS_S28_E1-50,10.1093,43.0175
SM-D9CXS_S31_E1-50,11.5637,23.3533
SM-D9CXS_S32_E1-50,-25.7323,-36.4212
SM-D9CXS_S33_E1-50,-30.219,-1.57753
SM-D9CXS_S35_E1-50,-6.52786,35.9993
SM-D9CXS_S36_E1-50,-11.4242,3.47094
SM-D9CXS_S37_E1-50,13.2651,6.27666
SM-D9CXS_S38_E1-50,9.52093,20.8363
SM-D9CXS_S39_E1-50,-13.3836,14.0253
SM-D9CXS_S40_E1-50,26.2228,32.2559
SM-D9CXS_S42_E1-50,1.78869,-4.41235
SM-D9CXS_S43_E1-50,-0.123742,-11.966
SM-D9CXS_S45_E1-50,-1.11213,-10.8736
SM-D9CXS_S46_E1-50,38.5492,4.58239
SM-D9CXS_S47_E1-50,38.2645,5.25703
SM-D9CXS_S48_E1-50,38.8684,17.6841
SM-D9CXS_S50_E1-50,-2.00983,-6.97813
SM-D9CXS_S51_E1-50,34.2578,5.10433
SM-D9CXS_S53_E1-50,43.0583,0.238499
SM-D9CXS_S55_E1-50,3.48057,-0.676298
SM-D9CXS_S56_E1-50,42.181,19.1687
SM-D9CXS_S65_E1-50,37.0195,6.01125
SM-D9CXS_S68_E1-50,10.2206,42.327
SM-D9CXS_S69_E1-50,-12.9483,40.9699
SM-D9CXS_S71_E1-50,-1.74134,-10.6094
SM-D9CXS_S73_E1-50,-3.10294,-4.90511
SM-D9CXS_S76_E1-50,-1.03786,4.33974
SM-D9CXS_S77_E1-50,-3.72947,27.0332
SM-D9CXS_S79_E1-50,12.4022,36.7302
SM-D9CXS_S80_E1-50,38.1941,17.3272
SM-D9CXS_S82_E1-50,43.4026,-1.75026
SM-D9CXS_S85_E1-50,2.99448,-1.53236
SM-D9CXS_S86_E1-50,8.40579,43.2972
SM-D9CXS_S90_E1-50,9.97023,42.4759
SM-D9CXS_S91_E1-50,6.16418,43.2499
SM-D9CXS_S94_E1-50,0.74949,-12.8357
SM-D9CXS_S96_E1-50,-25.8075,-36.414
SM-D9CXT_S01_E1-50,-0.845244,-11.8569
SM-D9CXT_S02_E1-50,14.0972,19.5564
SM-D9CXT_S03_E1-50,-1.3926,-10.41
SM-D9CXT_S04_E1-50,-48.941,3.38566
SM-D9CXT_S05_E1-50,-13.5675,32.1239
SM-D9CXT_S06_E1-50,-12.3845,40.2341
SM-D9CXT_S07_E1-50,13.7933,18.5729
SM-D9CXT_S09_E1-50,8.57112,35.2139
SM-D9CXT_S10_E1-50,-51.1753,3.13325
SM-D9CXT_S11_E1-50,12.3455,37.6545
SM-D9CXT_S12_E1-50,-1.4149,4.46153
SM-D9CXT_S13_E1-50,1.78511,0.428321
SM-D9CXT_S14_E1-50,-1.28194,-1.4434
SM-D9CXT_S15_E1-50,-1.87172,-0.660121
SM-D9CXT_S17_E1-50,-2.82527,-9.70043
SM-D9CXT_S18_E1-50,21.4344,15.002
SM-D9CXT_S20_E1-50,-10.6732,0.181754
SM-D9CXT_S21_E1-50,-5.93786,-7.68054
SM-D9CXT_S22_E1-50,-1.33377,0.99612
SM-D9CXT_S23_E1-50,8.03098,32.8681
SM-D9CXT_S26_E1-50,11.4053,23.8983
SM-D9CXT_S27_E1-50,16.8499,18.66
SM-D9CXT_S28_E1-50,-3.77954,8.9611
SM-D9CXT_S30_E1-50,-2.15514,-2.25978
SM-D9CXT_S31_E1-50,0.612657,-11.2468
SM-D9CXT_S32_E1-50,27.9674,33.8624
SM-D9CXT_S33_E1-50,-10.889,0.752344
SM-D9CXT_S34_E1-50,-16.83,8.31098
SM-D9CXT_S36_E1-50,-9.0698,12.7752
SM-D9CXT_S37_E1-50,-4.2918,13.6839
SM-D9CXT_S38_E1-50,-27.9054,-0.350261
SM-D9CXT_S39_E1-50,-21.3173,19.6271
SM-D9CXT_S41_E1-50,5.72264,42.9964
SM-D9CXT_S42_E1-50,11.2194,36.451
SM-D9CXT_S43_E1-50,1.08298,-12.3378
SM-D9CXT_S44_E1-50,9.48107,42.7256
SM-D9CXT_S45_E1-50,10.152,35.6123
SM-D9CXT_S46_E1-50,35.4284,5.01462
SM-D9CXT_S47_E1-50,10.4649,41.0647
SM-D9CXT_S48_E1-50,40.2044,16.6878
SM-D9CXT_S49_E1-50,9.27037,43.5686
SM-D9CXT_S50_E1-50,0.894215,-12.2795
SM-D9CXT_S51_E1-50,0.329109,-12.4862
SM-D9CXT_S52_E1-50,0.0583821,-12.3953
SM-D9CXT_S53_E1-50,38.8843,4.58282
SM-D9CXT_S55_E1-50,39.3375,4.22863
SM-D9CXT_S56_E1-50,26.6526,30.8435
SM-D9CXT_S57_E1-50,-5.3016,9.17902
SM-D9CXT_S60_E1-50,-20.1659,8.53482
SM-D9CXT_S61_E1-50,-16.9647,9.10362
SM-D9CXT_S62_E1-50,-12.9253,40.8797
SM-D9CXT_S63_E1-50,-33.7571,6.59681
SM-D9CXT_S73_E1-50,-9.61937,10.5818
SM-D9CXT_S74_E1-50,7.80719,34.6718
SM-D9CXT_S77_E1-50,3.98613,-23.7419
SM-D9CXT_S78_E1-50,11.7926,21.964
SM-D9CXT_S79_E1-50,-5.16205,-7.52754
SM-D9CXT_S82_E1-50,-12.9028,40.3104
SM-D9CXT_S85_E1-50,20.0882,18.3334
SM-D9CXT_S89_E1-50,-1.19777,-3.30991
SM-D9CXT_S90_E1-50,-1.17254,-6.23084
SM-D9CXT_S92_E1-50,20.4126,17.487
SM-D9CXT_S93_E1-50,10.1661,18.6688
SM-D9CXU_S01_E1-50,-2.27015,-9.65331
SM-D9CXU_S02_E1-50,10.5114,41.2483
SM-D9CXU_S03_E1-50,38.8787,5.92518
SM-D9CXU_S04_E1-50,18.9704,13.4766
SM-D9CXU_S05_E1-50,0.0902533,34.3969
SM-D9CXU_S06_E1-50,-0.806249,-4.02946
SM-D9CXU_S07_E1-50,1.74759,-4.87315
SM-D9CXU_S09_E1-50,-0.846244,-12.5632
SM-D9CXU_S10_E1-50,5.61708,42.9698
SM-D9CXU_S11_E1-50,-5.48954,-10.5759
SM-D9CXU_S12_E1-50,10.1671,41.4256
SM-D9CXU_S13_E1-50,8.00805,32.9585
SM-D9CXU_S14_E1-50,39.056,5.26759
SM-D9CXU_S15_E1-50,1.50594,1.25293
SM-D9CXU_S17_E1-50,-28.5278,-0.425377
SM-D9CXU_S18_E1-50,-3.73179,27.0149
SM-D9CXU_S20_E1-50,46.6078,-2.35739
SM-D9CXU_S21_E1-50,-29.7304,-0.547078
SM-D9CXU_S22_E1-50,-34.1226,0.286851
SM-D9CXU_S23_E1-50,-34.75,-2.05491
SM-D9CXU_S25_E1-50,-13.7567,10.3386
SM-D9CXU_S27_E1-50,-5.49155,-32.2357
SM-D9CXU_S28_E1-50,-6.95429,14.2924
SM-D9CXU_S30_E1-50,-31.0147,8.94825
SM-D9CXU_S31_E1-50,-7.76212,-33.1879
SM-D9CXU_S32_E1-50,27.3405,33.2269
SM-D9CXU_S33_E1-50,-11.4382,-36.5763
SM-D9CXU_S34_E1-50,27.6905,32.414
SM-D9CXU_S35_E1-50,-6.55499,-33.8562
SM-D9CXU_S38_E1-50,-28.894,0.053563
SM-D9CXU_S39_E1-50,13.3418,2.53158
SM-D9CXU_S41_E1-50,9.24709,43.5277
SM-D9CXU_S42_E1-50,3.32664,0.0795303
SM-D9CXU_S43_E1-50,-0.00251331,-12.2364
SM-D9CXU_S45_E1-50,2.85745,0.878694
SM-D9CXU_S46_E1-50,3.52101,-0.683296
SM-D9CXU_S47_E1-50,0.207629,-12.958
SM-D9CXU_S49_E1-50,-0.473066,-12.0256
SM-D9CXU_S55_E1-50,10.9134,-20.8489
SM-D9CXU_S56_E1-50,42.3291,18.1633
SM-D9CXU_S57_E1-50,-17.9227,10.8934
SM-D9CXU_S58_E1-50,-28.9989,-1.20836
SM-D9CXU_S59_E1-50,-31.0445,-4.10459
SM-D9CXU_S63_E1-50,-31.6129,-2.25872
SM-D9CXU_S65_E1-50,-34.1033,1.93253
SM-D9CXU_S66_E1-50,-32.1165,3.90852
SM-D9CXU_S68_E1-50,46.8982,-3.0169
SM-D9CXU_S69_E1-50,0.532933,-35.8814
SM-D9CXU_S72_E1-50,-25.6412,-36.4125
SM-D9CXU_S82_E1-50,-6.74082,38.9824
SM-D9CXU_S84_E1-50,-7.75746,5.26179
SM-D9CXU_S85_E1-50,9.45461,20.9452
SM-D9CXU_S86_E1-50,-10.1922,7.10832
SM-D9CXU_S87_E1-50,-4.31609,-6.25501
SM-D9CXU_S89_E1-50,-20.3768,18.0097
SM-D9CXU_S90_E1-50,-49.9325,2.08427
SM-D9CXU_S91_E1-50,-4.8674,6.47752
SM-D9CXU_S92_E1-50,-2.32306,0.360146
SM-D9CXU_S94_E1-50,-9.61247,2.17768
SM-D9CXV_S25_E1-50,0.0983572,-10.6823
SM-D9CXV_S26_E1-50,-2.20559,-0.588151
SM-D9CXV_S27_E1-50,-2.25451,-13.6915
SM-D9CXV_S30_E1-50,11.4875,-20.9306
SM-D9CXV_S31_E1-50,-2.74846,-10.9931
SM-D9CXV_S32_E1-50,26.8902,33.58
SM-D9CXV_S33_E1-50,6.14147,43.096
SM-D9CXV_S34_E1-50,-11.5621,32.0078
SM-D9CXV_S35_E1-50,1.85937,-1.43955
SM-D9CXV_S36_E1-50,-12.0398,31.5778
SM-D9CXV_S37_E1-50,-3.02205,4.20235
SM-D9CXV_S38_E1-50,-2.04396,-9.48274
SM-D9CXV_S39_E1-50,2.77416,1.12018
SM-D9CXV_S40_E1-50,42.2883,17.5739
SM-D9CXV_S41_E1-50,-1.92556,-10.1108
SM-D9CXV_S42_E1-50,-5.17784,-7.4687
SM-D9CXV_S43_E1-50,-2.48463,-11.3451
SM-D9CXV_S45_E1-50,-3.06667,37.2385
SM-D9CXV_S46_E1-50,-13.3298,41.0197
SM-D9CXV_S47_E1-50,1.7489,-8.66383
SM-D9CXV_S48_E1-50,39.7857,16.6284
SM-D9CXV_S49_E1-50,19.0512,15.4866
SM-D9CXV_S50_E1-50,1.58379,-0.909005
SM-D9CXV_S51_E1-50,20.5097,17.2857
SM-D9CXV_S52_E1-50,3.49589,0.253066
SM-D9CXV_S53_E1-50,-10.1743,31.2227
SM-D9CXV_S54_E1-50,-3.4981,-9.55314
SM-D9CXV_S55_E1-50,4.59265,0.63184
SM-D9CXV_S57_E1-50,0.428265,-26.5675
SM-D9CXV_S58_E1-50,-10.5739,-22.7461
SM-D9CXV_S60_E1-50,4.146,25.134
SM-D9CXV_S61_E1-50,-6.62157,39.0366
SM-D9CXV_S63_E1-50,2.36878,-33.7457
SM-D9CXV_S64_E1-50,35.1943,-23.2995
SM-D9CXV_S65_E1-50,0.14467,-32.6238
SM-D9CXV_S66_E1-50,-10.428,-23.1426
SM-D9CXV_S67_E1-50,-28.89,-2.12783
SM-D9CXV_S68_E1-50,12.9803,2.64631
SM-D9CXV_S69_E1-50,3.92391,20.0422
SM-D9CXV_S73_E1-50,18.0407,7.24842
SM-D9CXV_S74_E1-50,-5.77285,-32.958
SM-D9CXV_S76_E1-50,-5.25989,-33.3293
SM-D9CXV_S78_E1-50,-16.2641,12.46
SM-D9CXV_S79_E1-50,-18.9518,17.818
SM-D9CXV_S89_E1-50,-29.6686,0.612525
SM-D9CXV_S90_E1-50,-29.3953,0.61462
SM-D9CXV_S91_E1-50,-30.9144,4.62596
SM-D9CXV_S94_E1-50,-28.4999,2.54911
SM-D9CXZ_S01_E1-50,-0.457177,35.2634
SM-D9CXZ_S02_E1-50,-4.65131,8.7194
SM-D9CXZ_S03_E1-50,-2.61206,-3.77839
SM-D9CXZ_S05_E1-50,-13.3983,10.7332
SM-D9CXZ_S06_E1-50,-7.82757,12.0041
SM-D9CXZ_S07_E1-50,-4.75159,14.3277
SM-D9CXZ_S09_E1-50,1.75351,-0.521593
SM-D9CXZ_S11_E1-50,-0.751436,-12.7278
SM-D9CXZ_S12_E1-50,-7.79481,-6.29878
SM-D9CXZ_S13_E1-50,-8.41156,6.58827
SM-D9CXZ_S14_E1-50,-7.41269,35.845
SM-D9CXZ_S16_E1-50,39.5981,16.4667
SM-D9CXZ_S18_E1-50,-13.1376,33.9878
SM-D9CXZ_S19_E1-50,20.5611,17.0104
SM-D9CXZ_S20_E1-50,-11.2374,-0.0298655
SM-D9CXZ_S21_E1-50,-49.9581,1.4454
SM-D9CXZ_S22_E1-50,19.8525,10.8741
SM-D9CXZ_S23_E1-50,-10.5522,3.30312
SM-D9CXZ_S24_E1-50,34.3958,-21.9676
SM-D9CXZ_S25_E1-50,44.6592,-0.679791
SM-D9CXZ_S27_E1-50,-19.0805,18.091
SM-D9CXZ_S28_E1-50,17.4438,7.0566
SM-D9CXZ_S30_E1-50,9.99816,21.4616
SM-D9CXZ_S31_E1-50,5.14635,20.345
SM-D9CXZ_S33_E1-50,-28.9882,2.41213
SM-D9CXZ_S34_E1-50,0.616942,-33.4584
SM-D9CXZ_S36_E1-50,-18.4901,7.7389
SM-D9CXZ_S37_E1-50,-15.487,14.7625
SM-D9CXZ_S38_E1-50,-7.07534,12.5767
SM-D9CXZ_S39_E1-50,18.0739,6.61327
SM-D9CXZ_S49_E1-50,28.0378,34.2683
SM-D9CXZ_S50_E1-50,-29.5948,-2.64422
SM-D9CXZ_S51_E1-50,42.9655,-1.33721
SM-D9CXZ_S52_E1-50,-34.214,3.29239
SM-D9CXZ_S53_E1-50,-32.9473,1.27655
SM-D9CXZ_S54_E1-50,-37.2143,-3.20309
SM-D9CXZ_S55_E1-50,-4.71542,-31.5484
SM-D9CXZ_S57_E1-50,7.37802,23.1346
SM-D9CXZ_S58_E1-50,21.04,-10.6342
SM-D9CXZ_S60_E1-50,-18.759,-17.6374
SM-D9CXZ_S61_E1-50,-28.1707,-0.478518
SM-D9CXZ_S62_E1-50,-30.1703,-4.80259
SM-D9CXZ_S63_E1-50,15.4253,5.96319
SM-D9CXZ_S66_E1-50,-5.96988,1.5215
SM-D9CXZ_S67_E1-50,-4.18247,-0.525672
SM-D9CXZ_S70_E1-50,-10.7098,40.6665
SM-D9CXZ_S71_E1-50,-4.78546,37.4246
SM-D9CXZ_S72_E1-50,33.6079,-22.3268
SM-D9CXZ_S74_E1-50,-0.648959,-0.656024
SM-D9CXZ_S75_E1-50,17.82,17.574
SM-D9CXZ_S77_E1-50,-13.487,39.348
SM-D9CXZ_S78_E1-50,-2.31527,-5.85576
SM-D9CXZ_S81_E1-50,-11.7847,6.50517
SM-D9CXZ_S84_E1-50,-13.5951,6.62636
SM-D9CXZ_S85_E1-50,-5.98095,1.40395
SM-D9CXZ_S86_E1-50,-5.47182,1.13423
SM-D9CXZ_S90_E1-50,-3.7161,27.0412
SM-D9CXZ_S91_E1-50,-5.382,1.09535
SM-D9CXZ_S92_E1-50,-9.38903,1.72605
SM-D9CXZ_S93_E1-50,-2.26525,0.719942
SM-D9CXZ_S94_E1-50,-0.623298,-0.650155
SM-D9CXZ_S95_E1-50,-14.7682,12.5847
SM-D9CXZ_S96_E1-50,-25.7062,-36.4214
SM-D9CY1_S01_E1-50,2.22544,1.13889
SM-D9CY1_S02_E1-50,47.6905,-1.88246
SM-D9CY1_S03_E1-50,15.1916,19.9876
SM-D9CY1_S04_E1-50,10.0263,20.8582
SM-D9CY1_S05_E1-50,1.67844,-3.56032
SM-D9CY1_S06_E1-50,-12.6139,40.4755
SM-D9CY1_S07_E1-50,-2.55784,-4.08732
SM-D9CY1_S08_E1-50,33.7329,-22.8366
SM-D9CY1_S09_E1-50,9.45881,19.0585
SM-D9CY1_S10_E1-50,-2.18998,11.2531
SM-D9CY1_S11_E1-50,-3.69502,-10.52
SM-D9CY1_S12_E1-50,-8.45566,5.92413
SM-D9CY1_S13_E1-50,13.144,18.6905
SM-D9CY1_S14_E1-50,-1.08274,-11.6918
SM-D9CY1_S15_E1-50,-9.20939,7.7113
SM-D9CY1_S17_E1-50,-4.11853,-5.61185
SM-D9CY1_S18_E1-50,19.8532,12.2766
SM-D9CY1_S20_E1-50,-4.90598,13.2621
SM-D9CY1_S21_E1-50,18.2783,15.6619
SM-D9CY1_S22_E1-50,-7.85259,-9.0181
SM-D9CY1_S23_E1-50,-9.31579,9.07938
SM-D9CY1_S24_E1-50,27.7291,33.4531
SM-D9CY1_S25_E1-50,11.1894,22.0078
SM-D9CY1_S26_E1-50,-18.1156,12.186
SM-D9CY1_S27_E1-50,-6.51418,12.6959
SM-D9CY1_S28_E1-50,-1.41684,-35.9078
SM-D9CY1_S30_E1-50,-6.92161,37.6634
SM-D9CY1_S31_E1-50,-16.2806,8.1552
SM-D9CY1_S33_E1-50,46.9782,-0.879392
SM-D9CY1_S34_E1-50,-4.89179,36.8452
SM-D9CY1_S35_E1-50,9.59581,-46.782
SM-D9CY1_S36_E1-50,-33.8729,1.72898
SM-D9CY1_S37_E1-50,10.294,22.7439
SM-D9CY1_S38_E1-50,-8.90101,10.0591
SM-D9CY1_S39_E1-50,-32.4218,3.55879
SM-D9CY1_S41_E1-50,-28.6831,0.0197775
SM-D9CY1_S42_E1-50,-26.5391,-5.06544
SM-D9CY1_S43_E1-50,19.6088,10.7199
SM-D9CY1_S44_E1-50,-1.11055,-35.6735
SM-D9CY1_S45_E1-50,-32.9161,-0.495566
SM-D9CY1_S47_E1-50,-29.4947,-1.31073
SM-D9CY1_S48_E1-50,16.294,19.9973
SM-D9CY1_S57_E1-50,-30.2777,9.13364
SM-D9CY1_S58_E1-50,18.3341,6.97953
SM-D9CY1_S59_E1-50,-16.3727,-6.75438
SM-D9CY1_S61_E1-50,-30.7492,8.8983
SM-D9CY1_S62_E1-50,-4.49208,-30.4107
SM-D9CY1_S63_E1-50,-33.1309,-0.275601
SM-D9CY1_S65_E1-50,-7.16213,40.2662
SM-D9CY1_S67_E1-50,-7.46116,35.716
SM-D9CY1_S68_E1-50,-18.8053,16.725
SM-D9CY1_S69_E1-50,-4.71649,5.46541
SM-D9CY1_S70_E1-50,-9.62769,7.88104
SM-D9CY1_S71_E1-50,-11.836,38.1478
SM-D9CY1_S72_E1-50,34.5014,-22.6278
SM-D9CY1_S73_E1-50,-9.88428,-1.95506
SM-D9CY1_S74_E1-50,8.00633,32.7283
SM-D9CY1_S75_E1-50,-7.69249,-5.62042
SM-D9CY1_S76_E1-50,-11.6685,40.8987
SM-D9CY1_S78_E1-50,-0.425986,-0.179265
SM-D9CY1_S79_E1-50,-7.90276,-3.47797
SM-D9CY1_S81_E1-50,-11.9142,-25.066
SM-D9CY1_S83_E1-50,-27.6889,-0.228664
SM-D9CY1_S84_E1-50,-1.39599,-37.2336
SM-D9CY1_S85_E1-50,-30.4341,0.455605
SM-D9CY1_S86_E1-50,13.2025,21.6102
SM-D9CY1_S87_E1-50,-10.4384,-37.4224
SM-D9CY1_S88_E1-50,35.314,-21.0408
SM-D9CY1_S89_E1-50,-11.0272,-37.2218
SM-D9CY1_S90_E1-50,-32.9707,-2.83948
SM-D9CY1_S91_E1-50,-10.4367,-36.4898
SM-D9CY1_S92_E1-50,-30.7398,7.09981
SM-D9CY1_S95_E1-50,-34.408,-1.09017
SM-D9CY2_S17_E1-50,-4.17037,5.37313
SM-D9CY2_S19_E1-50,16.4114,13.7634
SM-D9CY2_S20_E1-50,-9.66456,13.0999
SM-D9CY2_S21_E1-50,-2.24706,-3.67456
SM-D9CY2_S22_E1-50,45.4744,1.14569
SM-D9CY2_S23_E1-50,46.6707,-2.16292
SM-D9CY2_S25_E1-50,11.137,24.5554
SM-D9CY2_S26_E1-50,-9.03148,15.0653
SM-D9CY2_S27_E1-50,-1.55359,-0.845859
SM-D9CY2_S28_E1-50,-14.1317,38.3783
SM-D9CY2_S29_E1-50,0.092452,11.136
SM-D9CY2_S30_E1-50,12.2713,20.4616
SM-D9CY2_S31_E1-50,-0.714815,-1.0996
SM-D9CY2_S33_E1-50,16.0021,19.5199
SM-D9CY2_S34_E1-50,-7.16652,36.5473
SM-D9CY2_S35_E1-50,7.9161,35.6405
SM-D9CY2_S38_E1-50,-2.13669,0.362138
SM-D9CY2_S39_E1-50,44.4018,0.888856
SM-D9CY2_S41_E1-50,-18.4486,9.27846
SM-D9CY2_S42_E1-50,10.1876,22.3382
SM-D9CY2_S43_E1-50,-32.3581,1.02172
SM-D9CY2_S45_E1-50,-8.92144,-34.2995
SM-D9CY2_S46_E1-50,-29.0369,0.966617
SM-D9CY2_S47_E1-50,-9.39405,13.848
SM-D9CY2_S49_E1-50,-35.0524,2.1857
SM-D9CY2_S50_E1-50,-28.7386,0.283479
SM-D9CY2_S51_E1-50,-29.7193,0.963585
SM-D9CY2_S52_E1-50,-30.9697,-3.60046
SM-D9CY2_S53_E1-50,-4.99236,-32.1039
SM-D9CY2_S54_E1-50,-10.0491,5.17608
SM-D9CY2_S55_E1-50,19.5176,16.5715
SM-D9CY2_S65_E1-50,-16.0011,7.90628
SM-D9CY2_S66_E1-50,-21.8387,19.2827
SM-D9CY2_S67_E1-50,8.97915,23.1269
SM-D9CY2_S68_E1-50,-0.0466881,-35.4985
SM-D9CY2_S69_E1-50,-0.348933,-35.9931
SM-D9CY2_S71_E1-50,-32.5878,-1.16965
SM-D9CY2_S73_E1-50,-17.7734,14.1603
SM-D9CY2_S74_E1-50,-33.1727,3.75559
SM-D9CY2_S75_E1-50,-29.5996,1.51823
SM-D9CY2_S77_E1-50,9.26294,-44.4295
SM-D9CY2_S78_E1-50,-33.4963,1.68153
SM-D9CY2_S79_E1-50,-11.1855,-37.4193
SM-D9CY2_S80_E1-50,26.7732,32.9819
SM-D9CY2_S81_E1-50,-3.06569,-26.5417
SM-D9CY2_S82_E1-50,19.7667,-9.0706
SM-D9CY2_S83_E1-50,19.7459,-10.061
SM-D9CY2_S87_E1-50,15.0894,-12.6499
SM-D9CY2_S89_E1-50,0.987596,23.6281
SM-D9CY2_S91_E1-50,11.8861,-46.5773
SM-D9CY2_S92_E1-50,6.33969,22.1915
SM-D9CY2_S93_E1-50,6.57115,22.4779
SM-D9CY2_S94_E1-50,-4.89445,37.1642
SM-D9CY2_S95_E1-50,18.4596,-32.728
SM-D9CY3_S17_E1-50,-9.80702,3.31636
SM-D9CY3_S19_E1-50,-2.92815,-2.57886
SM-D9CY3_S22_E1-50,-3.68678,-1.33567
SM-D9CY3_S23_E1-50,10.1919,17.6677
SM-D9CY3_S25_E1-50,-0.633356,36.1332
SM-D9CY3_S26_E1-50,-3.34251,3.61137
